user_id,comment
@cakebot8198,Warga yang mana ini
@BuatTess,Ga cocok lu kalo serius 
@distaofficial,adminya cri2. Masalah ae jatim nie bos loss horegg smga sound horeg mkin jaya slmnya amin... Aq tanya ke admin kou dpat vidio itu mna jwab jgn diem nyenggol2 sound horeg pdhal sound horeg gc prnh nyenggol hobi/kesenangan org lain klo lu pngn tau brani gc dtang lngsung ke malang aq tunggu vidio mu asli dri kmu sndri jgn nyuri kmu itu cri masalah kmu ambil vidio yg negatif2 jh
@hanyachanelbiasa8357,"bang, link dc nya expired"
@andreasbudiraharja1641,"ga ada pronya , polusi suara doang"
@Rea-t2p,"Emg sih bikin sound 1 aaja bisa abis 1jt lebih ,tp ini berlebihan hobi ya hobi ga perlu di arak di jalan, lebih ke pamer. Semua orng emg suka musik tp cara nikmati beda2 kalo di puter kenceng ya jls ganggu banget ga semua orng terima sama musik yg lu puter"
@siutuh4650,Mudahan tidak masuk ke daerah gw aja sih
@에빈아난다,gak ada yg suka sound horek sumpah. sound hoek iya
@Sunshinenicee,Jatim core 
@vends4555,Tangkap aja. Bubarin selesai. Mengganggu. perusak generasi
@maskoclok4100,"Asli mengganggu , "
@calonprogramer5106,Jowo 
@mohamadronisetiawan,konten pengen rame? nyenggol sound horeg solusinya
@1545390,"hobi sound horeg kek orang gila... yah gimana pun di negara ini, segala keburukan adalah kebenaran saking umumnya orang orang pada memaklumi keburukan.,"
@bidin0058,jawatimur rendah hati .lo hina lu bilang sdm rendah . terserah sond horeg tatap jaya
@5156joe,"konsepnya bagus bang, beragam ada yg serius, ada yg lucu..
tapi yg serius malah yg dibahas se receh sound horeg
bahas sesuatu yg agak gelap ato dalam jg bang..
ato peristiwa yg gak masuk akal jg bagus kok"
@shinryuki4275,Sound horeg tu budaya?
@Car3000itis,Percuma kawan2 kalian koar2 ke pecinta sound horeg. Mereka lebih tuli daripada orang yang tuli 
@gaspolll826,"DI JATIM BNYAk speak kwalitas sound konser yg orng kota idam kan , dan pasti stiap jari ada acara , buat kaLangan mnengah ke atas dan SDM tinggi serta orng pinggiran kota , APKAH KALIAN MAMPU SPERTI JATIM ???? "
@MisviaGemoy,halahhhh tai
@Fauzi.32321Kumiss,bang mscbreww halo bang
@reygaalfarizie,"Jangan asal bacot bang kalau belum tau di lokasi
Datang aja ke malang bos kalau ingin tau yang jelas"
@sumardidi637,Selera beda bang..
@Raja-z7t,"Kalo misalnya di tanah lapang iya lah gk ganggu masyarakat, lah ini di pemukiman warga kan bgsat"
@wkwkwkcuak,Aku suka sound horeg
@catanimator5546,Alo bg
@prfseriktalent7922,"Sebenernya ga ada masalah jika pelaksana'annya di lapangan ataupun tempat"" terbuka. Asal jangan di jalan"" kampung, sound lu ganggu kocak... kasian noh kalok ada yang sakit. Rumah"" pada pecah kaca'e. Cobak mikir kalok itu rumah dia mungkin juga gedeg ajg"
@Lirik_lag-h7q,Yang mau cari lagu mampir
@batonsafarikukuh,Jujur aja mmg sdm tinggi hiburannya di diskotik dan hotel2 berbintang smpe remang2 di villa dll belum lagi sabu narkoba dll
@renaldypalgunady5710,Mereka sangat menjijikan
@rifkirosyada8383,Sng di woco sng elek tok....sng apik ra di woco
@GenthoKilla-bf1jv,Gini amat pengen rame
@Baabul_Jannah-sdm,Apa gua ke 8?
@Fisa_real-w6d,"berkali2 dia mengatakan masyarakat menengah kebawah, lah dia ga tau kalo nyewa sound horeg bisa sampai 1-2juta perorang. belum lagi sewa kostum kaya di gondanglegi bisa mencapai 2jutaan"
@Baabul_Jannah-sdm,Apa gua ke 8?
@FathurRozi-yz2qm,yg mana yg terganggu pdahal warga sdiri yg mendatangkan sound horeg
@aliandoanam4014,Gw benci sound horeg
@KhoirurRozikin-xt3bl,Cari panggung ini   pansos lewat sound horeg yang banyak penggemarnya wkwk
@calonceo2007,"1 Kata buat sound Horeg 




































KAMPUNGAN "
@cakebot8198,Wah berita hoax ini..asal nomong wae..ngak pernah lihat langsung
@calonprogramer5106,Jowo jowo
@oziel46motovlog99,Joss sound horek.. Teruskan kalau bisa tambah 15 sub setiap karnaval
@AndreanHrds,Pansosss
@ekorattam88,"Datang,saksikan,nikmati baru ngreview bos katanya org jatim tp baca horeg ae horek"
@brugmusic4411,"Sound horeg karnaval itu disewa sedesa per rt mereka disewa dan ada panitia. Yg dilewati itu rumh desa penyewa, klo ada kerusakan di ganti klo ada kerusahan ada fasilitas umum mau dibongkar itu di musyawarhakan baru bongkar nanti di ganti oleh panitia dan kegiatan sound ada ijin""nya. Justru yg protes yg ga nyewa yg ga dilewati cuman liat vidio pas lg ngrusak terus nilai."
@miftakulanwar6845,"Ealah recation vidio ta tk pikir terjun nang lokasi,,, "
@gratisan7707,Mending nonton langsung di malang atau daerah lain bang biar tau
@bolopusat-v3d,"lu udah pernah nonton langsung belum bang,kalo belum nonton mending gak usah ikut ngereviuw lah,,kocakkkkk"
@m.novallm.novall22,Baru....anjay itu sejak 2018 cuy
@jarvisspecta8488,Rusak sih
@oziel46motovlog99,"Keluar rumah dari mana.. Kita patungan untuk menyewa bro.. 
Joss sound horek"
@YTgaming.303,First
@m.novallm.novall22,Sadbor gak lo reaction
@alymukson1632,Miris klo g tau son horegg diyem ajh bangg mkn y datang ke malnggg
@AUBERT.DAUBERT.SENGKOEN,Second
@arekmalangselatan1210,Namanya juga Penghuni Planet mars mana tau tentang sound Horeg Lucu Sdm tinggi ini 
@sabantorik4634,Bro mukalo KOTAK 
@AdiKampungrojo,Sound horeg itu yg gk suka itu orang yg gk tau orang luar daerah ..
@RajoLangit-v9d,"Kalau bicara yang real..
Jangan hanya bisa ngomong dari media..
Sini ketemu aku
Biar aku jelaskan
Jangan di balik layar ajaa looo"
@anangbalindra7252,"Sok tau Orang ini
Bikin konten ngaji aja mas biar dapat pahala
Dari pada bikin konten tentang sound horeg
Sedangkan anda sendiri tidak tau fakta nya dilapangan"
@antoklistanto7416,Jakarta juga ikut Jawa bang.
@Kenthuschannel87,Coba buktikan langsung dong jangan cuma tau dari sosmed doang berani apa tidak? Trus tanya langsung warga setempat jangan cuma tau dari google doang
@rezai-bg5vo,Bang kalau mau tau datang  langsung aja ke Jawa timur
@karnokmuhamad4752,Biasa sipaling sdm tinggi
@user-mtmusik,Sini bos aku ajak ngopi bareng subscriber jutaan kalo gak maen langsung kelokasi gak asik bos ntar aku ceritain sampe detail dan aku ajak langsung ngeliat sendiri ke tempat nya jangan ngeliat di video aja
@laskarselatan6710,"orang jakarta itu orang yg gimana boss,,argumenya yg jls,,,,elu hostnya pun china,,,,
Kyak hobi elu paling wah aja...."
@rickyciko,"Bacanya bukan horek mas, tapi horeg."
@AlfianNn-z7p,Los
@ardestacommunity7831,"jangan asal ngonten turun dulu ke lapangan seperti dot co channel. 
malam tahun baru karnaval di ngantang malang jatim. 
jadi gak usah ngebacot."
@masq-x7c,ORANG MANA LU?
@danangfebrianto1519,Itu povmu bang.
@jokoaqila4467,Kampungan gak tau sound horeg
@arjunafarm6563,Konten isinya katanya katanya doang 
@EzaAlvaruq,𝐅𝐮𝐜𝐤
