user_id,comment
@denigmb756,"malang sudah lupa akan sepakbola nya dan kini fokus ke sound horeg dan karnaval daripada ada sepakbola tapi selalu tawuran mending horegkan damai dan kondusif 
Bahkan malang bagian selatan itu pusat nya sound horeg dan karnaval."
@rafaelfaiz04,Susah juga ya perjalanan kita menuju Indonesia emas 2045
@rerencute1,"Nunggu perintah pak prabowo, ntar di panggil kepala daerah nya untuk melarang sound yg merugikan dengan suara diatas normal baru tau rasa.. nunggu ada yg komplain ke presiden.."
@kanebokeringu,Ditunggu episode Verspektif dari warga lokalnya ya min.
@sebutsajaaku1195,"Soory bandung menolak masuknya sound"" gj kaya gini"
@muhammadmhaenza4199,Next podcast mas brewog audio 
@zainularifin6410,Adakah penanggung jawab bagi rumah yg rusak ?????
@jv.archangelus854,75/100jt cuma dengerin audio bejir  beli musicbox aja tempel di telinga bejir 
@suryantoyt6094,"Kalau terjadi ditmpatku.. dan sampai rontokan rumahku
Entah siapa yg mati..."
@rizalichsanbandon9156,"Saya tau saund horeg 2007 di daerah pantai balaikambang malang
Pertama lihat heran juga kok soud di naikkan di truk dan di putar bersamaan"
@hambamuharram,"Saya ulangi lagi yaaa ""KERUSAKAN APA PUN ITU DITANGGUNG PANITIA DAN PENYEWA DARI PERSETUJUAN DAN KESEPAKATAN SEBELUM ACARA DI ADAKAN ""

salam dari MALANG "
@glineproductionchannel7183,minimal SDM tinggi itu tidak me ngejust orang lain lebih rendah dari dirinya . Yg saya tau orang yg memiliki SDM tinggi itu bisa memandang dari segi keuntungan dan kerugian di lapangan langsung  bukan di sosmed . Acara tersebut yg saya tau perputaran uang nya ngeri bolo hingga menyentuh miliar
@andriink6425,Keren .. horeg jawa timur saya 3 x liat festival horeg di Blitar n malang .. nginap 1 minggu di Tulungagung
@umegasanjaya4460," pro kontra

yang nyewa masyarakat
kalo ada kerusakan ya diganti penyewa
kalo masyarakatnya gak suka, yaudah gak usah disewa
salam santuy kawan "
@temanbaikmu9113,Mereka kurang paham kalau perputaran ekonomi setiap event yg d anggp sdm rendah ini bsa mnghasilkan miliaran
@baiyou1919,Sultan Malang Gabut 4M cuma buat 1 Careta di kali 3 Careta Demi Hobi 
@lindhuirlanda793, aneh saja kalau cuma mau rusak rumah sendiri harus sewa sound 100 juta dan bangga. dan mesti benerin sendiri.
@FarizzyYT,chanel  yg perlu di apresiasi..... salam horeg..... josss volix media.
@bentsoldier9153,Kalo di Sumatera udah di bakar massa tuh sound horeg
@kemalalimin8956,Jangan sampe merambah ke jawa barat pliissssss
@almubarok9610,"ada pro dan kontra, tapi untuk malang selatan loss"
@sigitjoko4864,Tapi ini yang di interview palah ngrusak bener bener ngrusak pecinta soud horeg
@skm5390,"Yang cuma tahu kerusakan hanya sekilas saja ya begitulah bisanya cuma komen buruk saja tidak tahu fakta aslinya di klokasi seperti apa .....kalau seumpama masyarakat merasa terganggu dengan adanya sound horeng ini ...ngak mungkin mereka menyewa sound"" horeg dengan harga sewa semahal itu .....dan sebelum adanya kegiatan karnaval sound horeg ini .....meraka para warga dan desa setempat minta ijin dulu ke pihak berwajib  tidak cuma asal pawai saja dan ijin mengadakan kegiatan ini biaya ijin ke pihak berwajib itu juga tidaklah murah"
@dyon81,"Yg mengatakan penikmat sound horeg ini SDM rendah, apa tdk melihat org kota yg masuk ke diskotik, sama² musiknya bikin pekak telinga. Apa iya mereka SDM rendah juga ?"
@aldipurnomo9151,"Rentang desibel yang dapat didengar manusia berkisar antara 0 desibel (dB) hingga 120-130 dB. Namun, paparan suara yang melebihi 85 dB dapat merusak pendengaran.
 Suara tingkat kebisingan yang dihasilkan dari sound horeg disebut bisa mencapai lebih dari 135 desibel."
@SisToro-ze6qg,Sya PRIBADI TIDKA SETUJU DENGAN HIBURAN SPERTI INI...!!
@minimalism2688,Yg menghujat rata-rata korban potongan video terus dinarasikan negatif kemudian munculah orang-orang fomo ikutan ngehujat tanpa tau yg sebenarnya. SDM tinggi katanya . SDM tinggi kok gak cover both side? Gak kroscek? Wkwkwk SDM fomo kali ah.
@D.Planther,"Jangan sampe yg nyawer ini ada masalah dg rumah2 yg dilewati, bisa jd sarana pelampiasan.., mungkin ada jg yg bgtu"
@memelucu62-v9h,untung saya gak tinggal dimalang jadi aman
@khusnunn5497,Monggo sabtu besok merapat ke malang ada acara pesona gondang legi
@Woodburn355,"Well..
Setiap bangsa dan ras di dunia ini, memiliki ke gila'an nya masing-masing "
@SutikManggis,Masok itu mas....jangan kalah dEngan negara lain ?Seperti..TAILAND..INDIA ..kalau saya si bangga banget s3bagai seorang suka s3ni GITU AJA JANGAN REPOT MEMPERBINCANGKAN
@TukangRoasting89,Gpp dibilang SDM rendah. Minimal SDM rendah nggak korupsi toh. Maju trus sound horeg. Losss
@WaterMelon-s3l,Yang sewa masyarakat kok katanya meresahkan masyarakat lucu netizen+62
@Rndraxd,mayoritas yang komentar buruk itu mereka bodoh soal menggali informasi
@diantikapw,"Makin banyak kerusakan, makin seneng ya..."
@TheMaehime,"Yang bisa diganti itu cuma kerusakan materi kaca pedah rumah roboh bisa diganti ga seberapa dibandingkan keuntungan mereka tapi kalo gendang telinga bayi atau balita dan anak2 pecah bisa mereka ganti?apa sakit jantung lansia yang mendadak kambuh trus wafat karena ga kuat dengan getaran dari aound horeg bisa diganti?sombong sekali mereka ,cukuplah tradisi amoral kalian didaerah kalian aja jangan dibawa2 ke daerah lain ,menjijikan sekali meremehkan pemberian Tuhan berupa telinga dan jantung yang sehat ntar kalo sakit ributnya ga punya bpjs open donasi  minta2 kesana sini waktu sehat duitnya malah buat nyawer yang ga bener"
@roif2485,salam PPDD pasukan pedot del del fans Brewog Audio Bantul Yogyakarta hadiirrr .....
@litatrilestari5031,Itu beneran warga yang rumahnya rusak gak apa2? Coba mana mau liat video pernyataan mereka. Apa cuma ngada2 doang si abangnya ini? Masa iya orang rumahnya rusak terima aja? Apa cuma karena takut ribut doang? BUKTIKAN BANG.
@sapoetra1903,"sampai saat ini, saya belum menemukan viralnya nominal ganti untung orang yg mengalami kerugian akibat aktivitas ini."
@ndsmu6225,Panjang umur sound system jatim
@taufansetyono930,baru 4 tahun mas mendengar suara keras. efeknya nanti klo tua mas.
@Jovan_1-u8s,Klo gk ada peminat pasti gak bakal laku. Berarti memang peminat di sana emang membludak. Kita orang luar mau protes juga klo mereka banyak yang suka ya gak bakal bisa
@evanbagus3090,Next Dwp pake sound ini 
@chairillubis5661,"Keren mase, gas terus.."
@Ganes07ful,Trend 2025 Genset/Disel nyala pasti Banyak yg Joget. Genset Horeg trend 2025
@bengkelkopi7077,"Kasian juga di buluy orang banyak, semoga cepat sadar ya mas "
@questwanderer1955,Masih nungguin MUI ngeluarin fatwa HARAM sound horeg 
@WULANAYUNITASABILLA,"Sy penggemar soun horeg dariTuban ,kemari udh dtg pagi cuma pengen nonton soun horeg nggk dpt parkir akhirnya terpaksa nonton Dewa depan istana meski agak kecewa"
@benysatria9948,Jos mas kholid
@jade_morena,Pesona gondalegi besok
@aku_iku,"100% SDM RENDAH!!!!___MALANG JATIM NICH BOOOSSS,,,SENGGOL DONK!!!YO TETAP LOOOOOOOOSSSSSS......."
@ekosusanto7467,"Ultah ponpes Bahrul ulum Ngantang kabupaten Malang 2025, tgl 31januari,tgl 1,2 februari,3 hari mas , mampir ke rumah kalo ngonten biar tahu keseruan di lapangan bersama warga"
@hizakidesu1346,"Coba rumah lu yang dirontokin, apa bakal hore juga??"
@Gmn779,lebih tepat nya bisa memutar perekonomian warga sekitar . .
@yunusprihandono6743,Profesor2 sound sudah membuat panduan aman dalam mendengarkan. Dan jamet2 ini seenaknya bikin horeg. 
@teguhyd6413,"Coba media ini suruh wawancara warga malang selatan.. 
Kalau terlalu menyudutkan di bogem kamu"
@ariifansyah8594,"konten terbaik .bukan sumber dari tembung ""jare"""
@JokerJr-q4j,"Mantab langsung nanya smaa sumber nya,gak asal comot dn bikin brita gk bener,"
@hudaori281,"Kemarin ini volume nya baru 1/4 aja setengah aja belum apalagi volume 100%
Bisa"" semburat ini semua orang di depan sound"
@Sukasukanih88,"Yaa orang Kabupaten kyak lu itu emang susah.. Shock tau di kota gimana.
Belajar dari negara maju. Gimana masyarakat nya hidup. Pakai etika, pikiran logis. Jangan keuntungan duit aja yang dinilai."
@aacongcong8483,“Semakin ada kerusakan semakin seneng” malah kayak yajuj majuj
@uyeee944,"yang nanya ""buat apa??"", ya buat lu biar komenn xixixixi"
@otongmemed1687,mantap mas jangan dengarkan SDM tinggi yang merendahkan. SDM tinggi cuman modal cocot doang kaga bakalan sanggup nyewa soun horeg
@GOMBALBASAH,Seperti biasa kalo di kasih fakta si SDM tinggi selalu pada ga ada 
@Dwie979,"Jos... Iki loh Cok rungokno ,ojo angger ngomentari"
@wintermaple1818,Monggo hadir d pesona Gondang legi kabupaten Malang 25-26 Oktober 2024
@hagifakhri1022,Yajuj dan Majuj digambarkan sebagai kaum yang suka berbuat kerusakan di muka bumi.
@transaudio9246,Mungkin ada yg nangis terseduh seduh guling guling di pojokan kamar
@sigitjoko4864,Operator soud horeg paling kopplak sdm rendah .
@nadhifahsamti1667,ehh genteng rontokkk wkwekek
@rizkyvindiesel3253,Beraaaaaakkkkkkk apaaaann gw robohin rumah lo sini
@choirunizar_alhafids7804,Yok liput Pesona Gondanglegi dong!
@dewisri6977," aku berharap gak sampai ke kotaku  , menurutku  ketenangan itu lebih baik bayangin klo yang punya bayi gimna "
@Mazaptv,Mantep mas sangat menggelegar
@rvalgamer3517,"18:40 Harusnya ada sih, mungkin masih belum, bukan doa in ya, cuma ngingetin"
@gudangskill,Gaskan adu sama sound luar negri. Adain  event adu sound asia
@bantalkono7770,Nek omahmu wae sek di robohke pie mas? Jal adepke ngarep omahmu 3 hari 3 malam 
@raproduction2013,Mereka tau bagaimana ekonomi bergerak
@TegarPradana26,Yakin bisa bangun jembatan dgn standar yg dibangun PUPR gitu? 
@CalB24,yatuhan kenapa aku jawa :(
@ekosusanto7467,Sampean lek mau ngonten sound horeg malang followers lsg nanjak mas coba kalo gak percaya
@ibnufatwa,"From the ignorant people, by the ingnorant people and for the ignorant people."
@adeherin-bd6qe,Bagusnya apa mas coba mas jelasin yg spesifik?
@teguhagox3585,"Ad ndak sound horeq yg bsa ngrubuhin rumah , gedung2 bertingkat n ngancurin gunung.... Jngan cm bsa mecahin kaca , genteng n ngrusak jembatan"
@muhammadjoan2979,Emang mirip prindavan tp di bilang kek gt ga terima wkwkwk
@heruschannel5055,"Merugikan orang lain adalah berdosa, jangan malah cengar cengir."
@ZolaAnindirapramesti,Konten komen sama caci makian kalian cuman buat becandaan para owner dan crew sound horeg 
@Chintaa_aqila30,"Sg mok wawancara slah sasaran mas wayae artis sound horeg e BREWOG AUDIO ,baru view mu lngsung bledos min ."
@bosrongsok270,"""sebenarnya ada masalah apa ke tetangga?"""
@apipteguh,bang haji bolot said : menyala generasi peneruskuu
@MrPersebaya1927,Coba yang diwawancara yang punya rumah aja jangan panitia horeg apalagi polisi
@SYAIFULROHMAN-zo4pc,udah jangan di komen dia cari pansos karna sound horeg kusus nya di jatim udah buming
@sipa-g9m,Malang jan jos
@Kkfjfnhdhs,Klw mau main boleh sii kasi jauh dr pemukiman
@Evandanuraini19,"FAKTA ITU EMANG SULIT DI TERIMA LOGIKA, JADI JANGAN JADI SOK PINTAR, UTAMAKAN FAKTA, KETIMBANG OPINIMU."
@Andrianv-kn2bo,Yg sebenarnya SDM RENDAH adalah org yg komen prindavan
@Masalfin01,Emang jooss
@arsaanakin2633,"argumen mas nya yg di vidio itu menurut gw aneh sih,masa ada org seneng"" aja rumah nya rusak,ga masuk akal aja gitu,ini antara org"" horeg ini udh pada  kaya bgt atau iq nya YTTA?"
@stefanihandayani8265,"Asli nanya, telinganya pada gpp tuh??? Jantungnya aman???"
@Phenolphthalein18,saat perbuatan salah dibenarkan karena dianggap biasa
@avishaalfian,Mantaaaap mas  pnjelasanya. Yg ngaku SDM tinggi dengerin tu!!!!!!
@celvinadypratama6523,sebenarnya kalau kalau tempatnya sesuai gak masalah
@mohammadjackson6103,Ada konten yg membandingkan sound horeg sama sound konser barat seolah2 langsung mengulti ... Padahl salah kaprah 
@fanboyultima2632,"Rumahnya roboh pun ga apa apa  astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah astagfirullah

Jadi apa manfaatnya sound horeg ini 

Denger ada yg nyawer karena ada kerusakan sampe 1 jt  kok bisa sih, bukannya dihukum karena ngerusak tapi malah di sawer"
@dikisuryadi3445,Berkarya lah terus jangan dengar kata orang karena pekerjaan ini membuat orang senang sehinga tingkat steres berkurang
@vincentiodelpiero1149,Medhuro mindsetnya
@ahmdsidiq7948,"Gak papa gundul e tembok rontok , seng nduwe omah mureng"" seh Muni GK Popo"
@AntoGondrong-pd7vv,Ayo mas ke malang lihat carnival pesona gondanglegi
@ROILLSAZERO,bagus dulu tim prabowo menggunakan sound horeg untuk kerja sama
@cazwajrchanel6169,Makin menggelegar makin di buru penyewa
@roolee2k,logikanya dari mana? rumah tambah hancur malah disawer lebih banyak?
@Classof90,"Menurut anda gapapa karena anda keroyokan, jadinya yg punya rumah dipaksa legowo arantik maneh kikieuan rudet!"
@Sumanto_43,Kecuali main nya di lapangan yang jauh dari pemukiman warga kalau aku tidak masalah ....
@tinybugsofficial,"HOREG = bergetar, bukan menggelegar :)"
@defipurnamasari1852,Khas jatim? Tidak ada estetika dalam budaya horeg
@agungmuhamadsetiawan2953,parah horeg ini
@iwayansetiawan1528,Contoh orang yang tidak tahu diri
@reyvannurfahrezi8132,"yg suka silahkan menikmati 
yg ga suka silahkan maido negatif yang tidak ada untungnya sampai puas ya kak"
@ahmadimustofa7462,Sdm tinggi sekarang sibuk coment..nyinyirin orang lain.cari cuan dlm hujatan. sdm rendah sibuk dengan berkembangnya bisnis tanpa menjatuhkan orang lain
@YunusYunus-k9h,"saya sendiri ,sangat senang kalau sound horreg mampir atau lewat di desa saya,,"
@Eldhitafatima,"udah kalo mau sound sound gini di kota asal lu aja, jangan ampe ke jakarta jakarta ya jing"
@MIndraK15TV,
@imanAlfal,Agak jauh logika nya
@Fengxiu123,JAWA TIMUR ORA SEPELE BOSS
@mirashanum3780,"Dari pada channel sbelah mengunggah info hanya bermodal katanya, g sprti ini lgsg dari sumbernya"
@Fatih-q9v,"Jawa timur emang paling aneh. Mereka ini paling mirip ama orang india. Nyleneh pokoknya. Jauh kalobl dibandingin negara² maju seperti korea, inggris, singapore dll. Jatim itu emang india nya indonesia wes."
@olismurtadlo,Sebagai wong malang aku ngeroso gagal ndelok bedes taek kerek iki ngomong mewakili malang
@rel4685,"18:45 ya masnya gaada, tp bagaimana dgn yg sudah tua atau yg masih bayi yg pendengarannya masih lemah, apakah pendengarannya tdk akan rusak?

Minimal mikirlah"
@taufansetyono930,Saya penasaran apakah laporan SPT pajaknya bener
@jeruksidogiri894,Brewog Audio 
@revgafendhika,prupinsi ngehek banyak ragam problematiknya
@uzumakiujang9423,bukan dj sih . tapi lagu remix atau breakbeat gitu lah ya 
@ainunnajib8613,Dengerin buat yang selalu lihat di sosial media kerusakan ada gantiruginya
@DidikDidik-k1i,Looss horeg sound gaya bebas
@robotvisco,Sound Horeg = SDM RENDAH
@mujisupri6786,Makanya datang kelokasi di malang biar faktual beritanya
@kuswantowanto9732,"Sound horeg dibilang merugikan masyarakat bagaimana  dengan yg suka demo dijalanan dan bagaimana dengan yg suka korupsi apa itu menguntungkan masyarakat , orang yg sewa sound horeg itu pakai duit pribadi lo bukan pakai dana desa , belumtentu  mampu orang yg sok sdm tinggi mampu sewa sound horeg"
@nicorobin..,Khas jatim 
@AhmadLutfy-qs2ik,Habis acara binggung mau benerin rumah pake apa duit nya udah habis buat nyawer
@rifkirosyada8383,Sng gak seneng rasah ndelok.... penting jatim ijin e penak
@yogaarctjasadesignbangunan9111,"semakin paham kenapa 02 bisa menang hahahhah a,"
@Mega-s7x,Bagus om. Jangan sampai seperti jery..
@andriantosaputro8579,You have a money but don't have a class. Haha
@mashterofficial2247,"mending si paling sdm tinggi lu kerja aja deh,kota lu itu banyak polusi,macet""tan pusing kaga lo mikirin jawa barat banjir jawa barat polusinya banyak,masih bagusan jatim masih asri likungan hijau"
@atmojoatmo5251,"Dia ngomong sambil senyam senyum nih iblis kah rumah roboh gpp tuh kalo rumah nimpa penghuninya sampe knp"" gmana sumpah setan iri melihat ini."
@Kkfjfnhdhs,Otak simpan d mn. Lebih banyak negatif dibandingkan positifnya
@bunadaatulloh2268,Bang lu mikirin nasib anak anak bayi ngga?
@rizkione9918,Sangat menginspirasi 
@alifyogi5236,Biasanya sih sudang kongkalikong antara pihak desa sma pihak sound
@alfanfauzi7418,"semua pasti punya resiko, apa didunia ini yang gak punya resiko."
@budiary6048,MAntap boloooo
@diki5253,7:25
@edigunawan5161,"Bukti nyata ,hasuuuiiik kawan"
@JokerJr-q4j,Bp audio
@TheHuryy,Langsung saya subcribe
@hendrabarus8020,Bagusan SQ kalau soal sound drpd horeg2an kaya gini.. Ajurrrr selerane ttg sound.. 
@cokiciko307,langsung tak like sukgreb
@MOBILAN_WHD,Cek soundnya pakai lagu dj Wahidoon TV pasti mening
@viewerpositif6850,"owalah jadi slama ini di sosmed mreka gak ngasal jalan kaya pengamen,kirain asal jalan aja undang kerumunan biar pada ngumpul ,udh di bayar ternyata baru parade ,wkwkwk"
@Imam.salatiga,LOSSSSS MAS TOMOOOO 
@Zyz165,welek mas raono manfaat e
@Sticmaxprofessional,
@anggorosanimahardika6897,"kameranya ada noda nya, sudah saatnya pengadaan baru wkwk"
@imammuhyiddinalkhafidz,Istimewa
@lovia_lily,"alhamdulillah d daerahku ga ada, alhamdulillah bgt"
@MIndraK15TV,I LOVE SOUND HOREG 
@WindiWartikah,"Kenapa keliling sih,kenapa ga nyediain tempat gitu kyk di nusakambangan gitu. Biar ga ganggu orang waras"
@m.bayusetiawan7186,Di semesta mana ini rumah rusak malah di sawer
@SofyanYahya-f6o,YG KELAS STRES SEMUA
@Aconk_05,3 careta dapet lamborgini yang katanya sdm rendah
,
@djokoplak8958,Hobby orang miskin kok nyusahin orang miskin lainnya
@Bdxproject,Wes intinya selera masing masing. Ga suka minggir wes bar kan
@youxchanel445,"Hati2 dikomeni mas bree lu ,wkwk sekelas kamar jeri aja dikomeni mas bree"
@anonymoushacker7112,19:38 skrg masi aman mas pendengaranmu. Nanti udah tua baru kerasa.
@jarvisspecta8488,Sampe ada di bandung gw pindah ke LN
@ahmadzainuri3983,Terlalu berlebih-lebihan sih menurutku sound ini
@kertasmerah17,Mental solmed datang ke jatim biar tau
@unclemelger,Sayang banyak yang kontra 
@dilucragnvindr7723,Mau nyobain sound horeg an pake lagunye ARCH ENEMY dibolehin kaga ye
@valkscoot3228,halah sampe Jakarta sampe Jakarta.. lu tuh sampe Jakarta krn kemaren pilpres dipake masa lu buat menangin yg skrg
@dhimasgans5380,Rungokno kui bolo ojo maen gak weroh 
@mohkhojin5464,Tu dengerin sdm tinggi
@widyveronc,mas kholid
@KangEep,Emang udah sengklek yang nyewaiin dan yang nyewa.. wkwkwkwkw
@alfinrizkyp,sama volix malah makin di ekspos 
@audreymalca7258,"oyi sam.... umak osi makili unek2 wong kab.. cek paham sam wong sdm tinggi iku... hiburan e wong kabupaten yakpo.. 
sdm tinggi... 
sdm tinggi..."
@gansky999,kemunduran peradaban
@muhammadjoan2979,Emang mirip prindavan tp di bilang kek gt ga terima wkwkwk
@DIDIKJANGKRIKPROJECT,Nah yo ngene
@aryapratama1199,Dusun!!! Dia bilang pekerjaan? 
@wisnuonly2108,Culture Asian ini hahaha
@PemburuHoregJombang-iu4rf,Jatim hadir min
@AdikaChannel-l5h,Sound horeg busuk bikin sakit telinga
@RipinRipin-h4p,Inilah hiburn yg konterversi ialah son horag
@Adika24_7,Tunggu aja sampai Konflik Horizontal. 
@DhaniarFirdaus,Coba di play di bikini bottom aja kayaknya ubur2 bakal suka
@tutinurhayati879,Oh jadi ini orangnya
@rizkyvindiesel3253,Asli gedeg bgt gw sm jamet2 model gini... Taiiik lah rumah roboh genteng rusak kaca pecah dibilang gak apa gak apa..... Taiiiikkkkkkk
@Ir.pan_mlg,Aku wong mu mas tomo
@IDSOUNDHOREGCHANNEL,Gila 3.9 M......
@PhotoStoryChannel,Wow
@G.kim96,Alat sebanyak itu sepertinya modalnya ga main main itu
@SofyanYahya-f6o,SANGAT MEMBAGONGKAN
@faizalkusuma6899,"Budaya Nir Empati ya,, hehehehe.."
@ian_fandahl,"Kemunduran cara berpikir, mundur sampai dengkul"
@javaroses8884,tradisi orang stress
@mashterofficial2247,dasar pansos kamar jeri itu dan broron
@kornetgakenak2662,KESENIAN?? KESENIAN MENGHANCURKAN PROPERTI & NGERUSAK GENDANG TELINGA
@11111653,tebak level sdm
@udinokt,
@sakemsakem3312,Maka enya. Jagan remeh kan. Orang kampung.  Karena orang kampung itu tali persaudaraan eya. Kuattt.   Mereka. Sewa soun itu.  Gak sendiri.mereka ngotong royong. Secara suka hati keluarin duit.   Jagan kan kaca pecah. Rumah mereka rusak pun. Gak ada masalah. Karena.   Itu rumah mereka sendiri.  Para penyewa. Soun.  Maka enya. Jagaan sok tau.   Asal komen.  Hhhh.
@teguhyd6413,Chanel ini mau merusak hobi jawa timuran
@ilhamrisaqua9757,"Yg sakit, yg nyewa apa yg disewa?"
@tinybugsofficial,bahas tentang dangdut pop masa kini
@BudiAnsyah-h1x,Saya tidak suka.
@sumarceng-l2r,Emang betul sekali itu
@restykazak,Menolak keras ada di jakarta
@aansjfarm5981,Mboissss polllll
@topimiring7316,wah rusak negarani sudah tau kegiatan ini merugikan bayak pihak malah penagak hukumya ikut2tan enak kalo ada penanggung jawapya ni gak ada apa bedanya sama balap liar masih mending balap liar kalo yg sudah pro bisa bawa nama negara lah ini kocak jirtr
@rezaputra2494,Tomorrowland kabupaten 
@gendang898,APSEN KARNAVAL 2025
@hedyprastyoandrianto6041,Pasukan orang senang
@haergehaerge2126,"horag horeg horag horeg, bikin sakit telinga"
@ramonmixtape9717,Ras Prindavan
@hanipfirman3620,Yang menilai buruk hanyalah yang iri dengkitanpa tau sepenuhnya dari sound horeg
@hanipfirman3620,Ora horeg ora wareg
@agusmawon4904,Joss
@NPLdsgnbiancakaka,Ini dia
@Novi_mpii,Ini kenapa org2 tuhh 
@PinsenGaming,Prindapan malang
@mlk2017,"Pembenci sound horeg=SDM SOSMED 
pas di datangin ke jakarta ya rame ya joget juga,cuma mereka malu mengakui,alasanya yg datang hanya perantau lah apa lah,,,percuma nanggepin org² iri,,mau dimanapun,di kota besarpun sound horeg selalu ramai,dan Meraka pasti akan slalu bilang ""yang datang hanya orang perantau"",,,ya semoga penyakit iri mereka(SDM TUINGGIII BANGET)cepat sembuh
Intinya para pencinta SOUND HOREG itu simpel,gak suka ya gausah nonton,apabila ada yg merasa dirugikan di acara tsb silahkan ngomong ke panitia penyelenggara,bukanya ngata''in di sosmed(SDM SOSMED),"
@rifqiandrianto-uh8yn,jamet ngumpul sini
@sam_irul4848,Respect volix
@imablisz,Ngomong apasih gw dr tadi ga nemu point nya wkwkwk
@Chintaa_aqila30,Kholid omong opo jane
@FaidinRianto,awas bang ntar di serbu fans horegg
@basukimabung8401,Aaaanneehhhh....
@jarvisspecta8488,RUSAKKKK RUSAAKK....
@bizco12,Sampah
@lastisurga1998,Hadir min
@YugaPrasty99-ww4oe,SDM RENDAH sendang memngarang cerita
@febriariyadi1903,SI NORMAAAALLLLL
@AmankzUpic,"Bro .serius Gak mutu !
Mau horeg apa lah .
GAK MUTU"
@valkscoot3228,ngomongnya aja belibet
@TVHoreg,top jatim
@bayghost3188,Knalpot brong ditilang polisi karna berisik lah ini virus budeg ladusing diem
@fiyanskin9831,Yang komen negatif soal sound horeg..hahahah  BACOT doang 
@jhonyestamaloka,14:07 Matamuu
@boelesadega3091,Agak kureng berarti orang2 disana
@Brownie.kyl888,opoe sing di buktikno sih?
@sakemsakem3312,Orang yang suka ngomong SDM rendah.   Hhhh.  Mereka. Itu kebanyakan  hanya.  Orang2...yang ngak ada kerjaan  kalau mereka. Punya kerjaa. Ngak. Bakal. Ada waktu ngurusin yang kata enya SDM rendah. Hhh.   Yng kata enya ngaku sebagai SDM tinggi.   Tunjukin dong....   Kalian  jelek2 Kon usaha   orang. SDM rendah.    Apa.  Hobi kalian.usaha kalian.  Bisa saigin.     Usaha sampingan SDM rendah gak. ...
@dimasanjaymabarprofesional3692,Serius begini?
@mrmirrormotovlog,I love horeg
@nandinurikhwan5974,jawa prindavaaan
@ikimonnn,jawirrrrr beban
@AnangzFatkhur,dri sumbernya ini. omong kosong yg cuma KATANYA N NYOMOT VIDEO ORANG. nemuin ownernya kgak mau.
@Awur-awuran13,Gaberes 
@caklichanel8438,Se7 puollllll
@maysofia233,Jamet
@virzanurshofia4561,Si paling sdm tinggi punya uang 4m dibuat beli rumah mobil motor. Sdm rendah buat beli sound lah. Kan rumah mobil truk sdah punyaa
@gummyflup,taek
@irfannovyantoro_id,Kegiatan kampungan.. kegiatan manusia IQ 78
@Kentutberdahak99,jawa jawa
@andrearyanta6445,"Suarane elek,"
@aelb9208,"SDM DSAR BUMI ,RUMA ROBOH KOK SENANG WKWKWK
GA BISA DI BENERIN"
@Cahyonoh,Banned penikmat sound horeg dari dokter THT
@m2112y,Kumpulan Kera
@dewindy1115,Jamet jamet hadeuhhh
@MarbleRun-b6u,Nguawur
@rajasilumanhitamytttttta,Dongo asli 
@d12prd61,dikira keren wkwkwkw
@maillll7436,kocak cok
@uchihabayu9776,Selerane elekk
@YogaWidianto-v2j,Halah....bnr bnr ga bermanfaat...sm sekali....
@ratnahindrarini5059,Siip jos gandos
@muhammadikhsan7640,jawa  : hama
@indiraanisa6318,sehat sehat gendang telinga
@petrikor_id,Heum
@Dafa_23,Blitar hadir
@SidikAkew,
@lakajnck,kok ada orang se halu ini ya??
@MonsterSengon,"Saya orang Jember,apa yg di katakan mas KHOLID 100%BENAR...dan untuk yg daerahnya belum ada sound horeg gak usah komen yg enggak2...yakin kalo kalian tau apa itu sound horeg pasti bakal ketagihan"
@hamba2867,ORA MASOK
@s3myt586,Jan ra bergunaa
@gusti_code,kocak
@ghinaandfriend,"3,9 itu apa M apa juta apa apa"
@rudyblank774,Yang joget jamet 
@dezolatestation,"Horeg ini kt gwmah cuma sekedar cara masyarakat menikmati musik secara umum, ibarat kek audiophile tpi mainanya PA (public addres) system, cuma yg beda sama pa di konser & dinegara lain kek jerman ,horeg jelas low end nya lebih ditonjolin , unbalanced on purpose dripada balance kyk di panggung2 musik, jelas lebih cocok mainin lagu2 edm yg emnng low end nya lebih dominan ,

Cuma yg disayangkan ya pertunjukan nya berjalan di tengah2 hunian masyarakat umum yg jelas ganggu banget lah "
@AaBb-n8h,Media stres
@dongdot4121,Monuettt horeg setan
@cloud02135,"Semoga ini bisa menjadi inspirasi adek2 dan mas2 penghobby knalpot mber. Intinya bentuk komunitas dan acara rutin, lalu minta media wawancara penghobby dan pebisnis knalpot mber.


Kalau ada yang kontra boleh, asal terbuka siapa yang kontra, nama, alamat lengkap. Karena menjalin silaturahmi itu perlu."
@VIESSARENTERTAINMENT,JAWIR
@Ijul.ramadhan,wkwkwkwkwkwkwk ngakak
@YhaqinSaputraOfficial,"Menurut saya, kalau bener"" SDM TINGGI tidak mungkin mengurus orang lain, bahkan mereka sibuk mengembangkan diri sendiri  faktanya owner"" sound horeg mereka sibuk mengembangkan usaha / dirinya sendiri. sedangkan mereka SDM TINGGI, sibuk mengurusi sound horeg "
@jarvisspecta8488,Udah jelas sih jelas rusak
@dongdot4121,Kuuuuontollll
@raihanhinhun,jawa
@AlfiNanda-b1i,Memalukan
@musteng6861,Dongok
